run_id,task,model,effort,run_number,timestamp,provider,auth_mode,reasoning_effort,exit_code,verify_passed,verify_exit_code,run_valid,incomplete_reason,score,functional_score,scope_score,checks_json,wall_clock_ms,input_tokens,output_tokens,cache_read_input_tokens,cache_creation_input_tokens,thinking_tokens,total_tokens,total_cost_usd,num_turns,tool_call_count,subagent_spawn_count,tool_breakdown,model_used,stop_reason,claude_version,result_text_length,parse_errors,judge_scope_compliance,judge_code_quality,judge_approach_efficiency,judge_over_engineering,judge_overall
01_rename_claude-opus-4-7_max_run1_1778750218,01_rename,claude-opus-4-7,max,1,2026-05-14T11:19:19+02:00,claude,subscription,max,0,true,0,true,,1.0,1.0,,"{""accountId_present"": {""details"": ""      57 occurrences"", ""passed"": true}, ""diff_size"": {""details"": ""62 insertions"", ""passed"": true}, ""distractor_UserID_comment"": {""details"": ""       1 preserved"", ""passed"": true}, ""distractor_userIdentifier"": {""details"": ""       3 preserved"", ""passed"": true}, ""distractor_useridx"": {""details"": ""       1 preserved"", ""passed"": true}, ""tests_pass"": {""details"": ""jest exit 0"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}, ""userId_eliminated"": {""details"": ""0 occurrences"", ""passed"": true}}",137212,15,12958,308201,30610,0,351784,0.6699229999999999,29,28,0,Bash=6;Grep=4;Read=10;Write=8,claude-opus-4-7,success,2.1.141 (Claude Code),907,,,,,,
01_rename_claude-opus-4-7_max_run1_1778756133,01_rename,claude-opus-4-7,max,1,2026-05-14T13:06:07+02:00,claude,subscription,max,0,true,0,true,,1.0,1.0,,"{""accountId_present"": {""details"": ""      57 occurrences"", ""passed"": true}, ""diff_size"": {""details"": ""62 insertions"", ""passed"": true}, ""distractor_UserID_comment"": {""details"": ""       1 preserved"", ""passed"": true}, ""distractor_userIdentifier"": {""details"": ""       3 preserved"", ""passed"": true}, ""distractor_useridx"": {""details"": ""       1 preserved"", ""passed"": true}, ""tests_pass"": {""details"": ""jest exit 0"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}, ""userId_eliminated"": {""details"": ""0 occurrences"", ""passed"": true}}",629610,35,21255,1077640,72872,0,1171802,1.526305,34,33,0,Bash=5;Edit=8;Grep=2;Read=8;TodoWrite=9;ToolSearch=1,claude-opus-4-7,success,2.1.141 (Claude Code),898,,,,,,
01_rename_claude-opus-4-7_max_run3_1778757677,01_rename,claude-opus-4-7,max,3,2026-05-14T13:24:04+02:00,claude,subscription,max,0,true,0,true,,1.0,1.0,,"{""accountId_present"": {""details"": ""      57 occurrences"", ""passed"": true}, ""diff_size"": {""details"": ""62 insertions"", ""passed"": true}, ""distractor_UserID_comment"": {""details"": ""       1 preserved"", ""passed"": true}, ""distractor_userIdentifier"": {""details"": ""       3 preserved"", ""passed"": true}, ""distractor_useridx"": {""details"": ""       1 preserved"", ""passed"": true}, ""tests_pass"": {""details"": ""jest exit 0"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}, ""userId_eliminated"": {""details"": ""0 occurrences"", ""passed"": true}}",158914,30,12440,861643,27958,0,902071,0.9171940000000001,25,24,0,Bash=5;Grep=2;Read=9;Write=8,claude-opus-4-7,success,2.1.141 (Claude Code),692,,,,,,
01_rename_claude-opus-4-7_medium_run1_1778749649,01_rename,claude-opus-4-7,medium,1,2026-05-14T11:09:28+02:00,claude,subscription,medium,0,true,0,true,,1.0,1.0,,"{""accountId_present"": {""details"": ""      57 occurrences"", ""passed"": true}, ""diff_size"": {""details"": ""62 insertions"", ""passed"": true}, ""distractor_UserID_comment"": {""details"": ""       1 preserved"", ""passed"": true}, ""distractor_userIdentifier"": {""details"": ""       3 preserved"", ""passed"": true}, ""distractor_useridx"": {""details"": ""       1 preserved"", ""passed"": true}, ""tests_pass"": {""details"": ""jest exit 0"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}, ""userId_eliminated"": {""details"": ""0 occurrences"", ""passed"": true}}",113780,27,7625,738110,24345,0,770107,0.7124562500000002,22,21,0,Bash=2;Edit=1;Grep=3;Read=8;Write=7,claude-opus-4-7,success,2.1.141 (Claude Code),645,,,,,,
01_rename_claude-opus-4-7_medium_run1_1778755526,01_rename,claude-opus-4-7,medium,1,2026-05-14T12:46:05+02:00,claude,subscription,medium,0,true,0,true,,1.0,1.0,,"{""accountId_present"": {""details"": ""      57 occurrences"", ""passed"": true}, ""diff_size"": {""details"": ""57 insertions"", ""passed"": true}, ""distractor_UserID_comment"": {""details"": ""       1 preserved"", ""passed"": true}, ""distractor_userIdentifier"": {""details"": ""       3 preserved"", ""passed"": true}, ""distractor_useridx"": {""details"": ""       1 preserved"", ""passed"": true}, ""tests_pass"": {""details"": ""jest exit 0"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}, ""userId_eliminated"": {""details"": ""0 occurrences"", ""passed"": true}}",34988,13,1592,217130,12706,0,231441,0.2283275,8,7,0,Bash=3;Grep=3;Read=1,claude-opus-4-7,success,2.1.141 (Claude Code),253,,,,,,
01_rename_claude-opus-4-7_medium_run2_1778755566,01_rename,claude-opus-4-7,medium,2,2026-05-14T12:48:07+02:00,claude,subscription,medium,0,true,0,true,,1.0,1.0,,"{""accountId_present"": {""details"": ""      57 occurrences"", ""passed"": true}, ""diff_size"": {""details"": ""62 insertions"", ""passed"": true}, ""distractor_UserID_comment"": {""details"": ""       1 preserved"", ""passed"": true}, ""distractor_userIdentifier"": {""details"": ""       3 preserved"", ""passed"": true}, ""distractor_useridx"": {""details"": ""       1 preserved"", ""passed"": true}, ""tests_pass"": {""details"": ""jest exit 0"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}, ""userId_eliminated"": {""details"": ""0 occurrences"", ""passed"": true}}",117061,26,8188,666427,22538,0,697179,0.679391,21,20,0,Bash=2;Edit=1;Grep=2;Read=8;Write=7,claude-opus-4-7,success,2.1.141 (Claude Code),771,,,,,,
01_rename_claude-opus-4-7_medium_run3_1778755688,01_rename,claude-opus-4-7,medium,3,2026-05-14T12:49:52+02:00,claude,subscription,medium,0,true,0,true,,1.0,1.0,,"{""accountId_present"": {""details"": ""      57 occurrences"", ""passed"": true}, ""diff_size"": {""details"": ""62 insertions"", ""passed"": true}, ""distractor_UserID_comment"": {""details"": ""       1 preserved"", ""passed"": true}, ""distractor_userIdentifier"": {""details"": ""       3 preserved"", ""passed"": true}, ""distractor_useridx"": {""details"": ""       1 preserved"", ""passed"": true}, ""tests_pass"": {""details"": ""jest exit 0"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}, ""userId_eliminated"": {""details"": ""0 occurrences"", ""passed"": true}}",98961,26,7089,691943,23799,0,722857,0.67255525,21,20,0,Bash=2;Edit=1;Grep=2;Read=8;Write=7,claude-opus-4-7,success,2.1.141 (Claude Code),338,,,,,,
01_rename_claude-opus-4-7_xhigh_run1_1778821714,,,,,,,,,,,,false,missing run_meta.json;missing metrics.json;missing verify_result.json,,,,,,,,,,,0,,,,,,,,,,,,,,,
02_implement_ico_claude-opus-4-7_high_run1_1778759311,02_implement_ico,claude-opus-4-7,high,1,2026-05-14T13:49:37+02:00,claude,subscription,high,0,true,0,true,,1.0,1.0,,"{""hidden_tests_pass"": {""details"": ""all 9 hidden test cases pass"", ""passed"": true}, ""ico_test_ts_exists"": {""details"": ""src/validators/ico.test.ts exists"", ""passed"": true}, ""ico_ts_exists"": {""details"": ""src/validators/ico.ts exists"", ""passed"": true}, ""own_tests_pass"": {""details"": ""model own tests pass"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}}",59427,15,3988,269409,13819,0,287231,0.32152624999999996,10,9,0,Bash=4;Read=3;Write=2,claude-opus-4-7,success,2.1.141 (Claude Code),322,,,,,,
02_implement_ico_claude-opus-4-7_high_run2_1778759378,02_implement_ico,claude-opus-4-7,high,2,2026-05-14T13:50:47+02:00,claude,subscription,high,0,true,0,true,,1.0,1.0,,"{""hidden_tests_pass"": {""details"": ""all 9 hidden test cases pass"", ""passed"": true}, ""ico_test_ts_exists"": {""details"": ""src/validators/ico.test.ts exists"", ""passed"": true}, ""ico_ts_exists"": {""details"": ""src/validators/ico.ts exists"", ""passed"": true}, ""own_tests_pass"": {""details"": ""model own tests pass"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}}",61843,15,4031,270408,14010,0,288464,0.32430450000000005,10,9,0,Bash=4;Read=3;Write=2,claude-opus-4-7,success,2.1.141 (Claude Code),384,,,,,,
02_implement_ico_claude-opus-4-7_high_run3_1778759447,02_implement_ico,claude-opus-4-7,high,3,2026-05-14T13:51:50+02:00,claude,subscription,high,0,true,0,true,,1.0,1.0,,"{""hidden_tests_pass"": {""details"": ""all 9 hidden test cases pass"", ""passed"": true}, ""ico_test_ts_exists"": {""details"": ""src/validators/ico.test.ts exists"", ""passed"": true}, ""ico_ts_exists"": {""details"": ""src/validators/ico.ts exists"", ""passed"": true}, ""own_tests_pass"": {""details"": ""model own tests pass"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}}",55090,14,3933,239844,13611,0,257402,0.30406375,13,12,0,Bash=4;Read=6;Write=2,claude-opus-4-7,success,2.1.141 (Claude Code),362,,,,,,
02_implement_ico_claude-opus-4-7_low_run1_1778757845,02_implement_ico,claude-opus-4-7,low,1,2026-05-14T13:27:07+02:00,claude,subscription,low,0,true,0,true,,1.0,1.0,,"{""hidden_tests_pass"": {""details"": ""all 9 hidden test cases pass"", ""passed"": true}, ""ico_test_ts_exists"": {""details"": ""src/validators/ico.test.ts exists"", ""passed"": true}, ""ico_ts_exists"": {""details"": ""src/validators/ico.ts exists"", ""passed"": true}, ""own_tests_pass"": {""details"": ""model own tests pass"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}}",43785,12,2893,179324,11681,0,193910,0.23574125,7,6,0,Bash=2;Read=2;Write=2,claude-opus-4-7,success,2.1.141 (Claude Code),200,,,,,,
02_implement_ico_claude-opus-4-7_low_run2_1778758028,02_implement_ico,claude-opus-4-7,low,2,2026-05-14T13:28:09+02:00,claude,subscription,low,0,true,0,true,,1.0,1.0,,"{""hidden_tests_pass"": {""details"": ""all 9 hidden test cases pass"", ""passed"": true}, ""ico_test_ts_exists"": {""details"": ""src/validators/ico.test.ts exists"", ""passed"": true}, ""ico_ts_exists"": {""details"": ""src/validators/ico.ts exists"", ""passed"": true}, ""own_tests_pass"": {""details"": ""model own tests pass"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}}",46972,13,3117,207393,11800,0,222323,0.25612450000000003,8,7,0,Bash=3;Read=1;Write=3,claude-opus-4-7,success,2.1.141 (Claude Code),223,,,,,,
02_implement_ico_claude-opus-4-7_low_run3_1778758090,02_implement_ico,claude-opus-4-7,low,3,2026-05-14T13:29:30+02:00,claude,subscription,low,0,true,0,true,,1.0,1.0,,"{""hidden_tests_pass"": {""details"": ""all 9 hidden test cases pass"", ""passed"": true}, ""ico_test_ts_exists"": {""details"": ""src/validators/ico.test.ts exists"", ""passed"": true}, ""ico_ts_exists"": {""details"": ""src/validators/ico.ts exists"", ""passed"": true}, ""own_tests_pass"": {""details"": ""model own tests pass"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}}",68462,15,4167,269239,13305,0,286726,0.32270374999999996,10,9,0,Bash=4;Edit=1;Read=1;Write=3,claude-opus-4-7,success,2.1.141 (Claude Code),317,,,,,,
02_implement_ico_claude-opus-4-7_max_run1_1778759510,02_implement_ico,claude-opus-4-7,max,1,2026-05-14T13:53:43+02:00,claude,subscription,max,0,true,0,true,,1.0,1.0,,"{""hidden_tests_pass"": {""details"": ""all 9 hidden test cases pass"", ""passed"": true}, ""ico_test_ts_exists"": {""details"": ""src/validators/ico.test.ts exists"", ""passed"": true}, ""ico_ts_exists"": {""details"": ""src/validators/ico.ts exists"", ""passed"": true}, ""own_tests_pass"": {""details"": ""model own tests pass"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}}",104920,24,6339,559915,17951,0,584229,0.55142925,19,18,0,Bash=6;Edit=1;Read=8;Write=3,claude-opus-4-7,success,2.1.141 (Claude Code),589,,,,,,
02_implement_ico_claude-opus-4-7_max_run2_1778759623,02_implement_ico,claude-opus-4-7,max,2,2026-05-14T13:55:52+02:00,claude,subscription,max,0,true,0,true,,1.0,1.0,,"{""hidden_tests_pass"": {""details"": ""all 9 hidden test cases pass"", ""passed"": true}, ""ico_test_ts_exists"": {""details"": ""src/validators/ico.test.ts exists"", ""passed"": true}, ""ico_ts_exists"": {""details"": ""src/validators/ico.ts exists"", ""passed"": true}, ""own_tests_pass"": {""details"": ""model own tests pass"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}}",121864,24,7827,563194,19571,0,590616,0.60039875,19,18,0,Bash=5;Edit=2;Read=8;Write=3,claude-opus-4-7,success,2.1.141 (Claude Code),575,,,,,,
02_implement_ico_claude-opus-4-7_max_run3_1778759753,02_implement_ico,claude-opus-4-7,max,3,2026-05-14T13:58:00+02:00,claude,subscription,max,0,true,0,true,,1.0,1.0,,"{""hidden_tests_pass"": {""details"": ""all 9 hidden test cases pass"", ""passed"": true}, ""ico_test_ts_exists"": {""details"": ""src/validators/ico.test.ts exists"", ""passed"": true}, ""ico_ts_exists"": {""details"": ""src/validators/ico.ts exists"", ""passed"": true}, ""own_tests_pass"": {""details"": ""model own tests pass"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}}",120980,25,7455,590545,19164,0,617189,0.6022355,20,19,0,Bash=5;Edit=1;Read=10;Write=3,claude-opus-4-7,success,2.1.141 (Claude Code),655,,,,,,
02_implement_ico_claude-opus-4-7_medium_run1_1778758171,02_implement_ico,claude-opus-4-7,medium,1,2026-05-14T13:36:13+02:00,claude,subscription,medium,0,true,0,true,,1.0,1.0,,"{""hidden_tests_pass"": {""details"": ""all 9 hidden test cases pass"", ""passed"": true}, ""ico_test_ts_exists"": {""details"": ""src/validators/ico.test.ts exists"", ""passed"": true}, ""ico_ts_exists"": {""details"": ""src/validators/ico.ts exists"", ""passed"": true}, ""own_tests_pass"": {""details"": ""model own tests pass"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}}",395340,12,3545,180731,12445,0,196733,0.25751475,7,6,0,Bash=2;Read=2;Write=2,claude-opus-4-7,success,2.1.141 (Claude Code),373,,,,,,
02_implement_ico_claude-opus-4-7_medium_run2_1778758574,02_implement_ico,claude-opus-4-7,medium,2,2026-05-14T13:47:27+02:00,claude,subscription,medium,0,true,0,true,,1.0,1.0,,"{""hidden_tests_pass"": {""details"": ""all 9 hidden test cases pass"", ""passed"": true}, ""ico_test_ts_exists"": {""details"": ""src/validators/ico.test.ts exists"", ""passed"": true}, ""ico_ts_exists"": {""details"": ""src/validators/ico.ts exists"", ""passed"": true}, ""own_tests_pass"": {""details"": ""model own tests pass"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}}",665689,16,4349,293190,13132,0,310687,0.33815799999999996,11,10,0,Bash=4;Read=3;Write=3,claude-opus-4-7,success,2.1.141 (Claude Code),291,,,,,,
02_implement_ico_claude-opus-4-7_medium_run3_1778759248,02_implement_ico,claude-opus-4-7,medium,3,2026-05-14T13:48:30+02:00,claude,subscription,medium,0,true,0,true,,1.0,1.0,,"{""hidden_tests_pass"": {""details"": ""all 9 hidden test cases pass"", ""passed"": true}, ""ico_test_ts_exists"": {""details"": ""src/validators/ico.test.ts exists"", ""passed"": true}, ""ico_ts_exists"": {""details"": ""src/validators/ico.ts exists"", ""passed"": true}, ""own_tests_pass"": {""details"": ""model own tests pass"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}}",55527,14,3791,234777,12884,0,251466,0.2934465,9,8,0,Bash=4;Read=2;Write=2,claude-opus-4-7,success,2.1.141 (Claude Code),286,,,,,,
02_implement_ico_claude-sonnet-4-6_high_run1_1779016855,02_implement_ico,claude-sonnet-4-6,high,1,2026-05-17T13:22:49+02:00,claude,subscription,high,0,true,0,true,,1.0,1.0,,"{""hidden_tests_pass"": {""details"": ""all 9 hidden test cases pass"", ""passed"": true}, ""ico_test_ts_exists"": {""details"": ""src/validators/ico.test.ts exists"", ""passed"": true}, ""ico_ts_exists"": {""details"": ""src/validators/ico.ts exists"", ""passed"": true}, ""own_tests_pass"": {""details"": ""model own tests pass"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}}",101237,10,6291,173003,14645,0,193949,0.20199065,11,10,0,Bash=2;Glob=1;Read=4;Write=3,claude-sonnet-4-6,success,2.1.143 (Claude Code),595,,,,,,
02_implement_ico_claude-sonnet-4-6_high_run2_1779016952,02_implement_ico,claude-sonnet-4-6,high,2,2026-05-17T13:23:33+02:00,claude,subscription,high,0,true,0,true,,1.0,1.0,,"{""hidden_tests_pass"": {""details"": ""all 9 hidden test cases pass"", ""passed"": true}, ""ico_test_ts_exists"": {""details"": ""src/validators/ico.test.ts exists"", ""passed"": true}, ""ico_ts_exists"": {""details"": ""src/validators/ico.ts exists"", ""passed"": true}, ""own_tests_pass"": {""details"": ""model own tests pass"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}}",47856,7,2417,97409,10303,0,110136,0.10492095000000001,9,8,0,Bash=1;Glob=1;Read=4;Write=2,claude-sonnet-4-6,success,2.1.143 (Claude Code),715,,,,,,
02_implement_ico_claude-sonnet-4-6_high_run3_1779016970,02_implement_ico,claude-sonnet-4-6,high,3,2026-05-17T13:23:55+02:00,claude,subscription,high,0,true,0,true,,1.0,1.0,,"{""hidden_tests_pass"": {""details"": ""all 9 hidden test cases pass"", ""passed"": true}, ""ico_test_ts_exists"": {""details"": ""src/validators/ico.test.ts exists"", ""passed"": true}, ""ico_ts_exists"": {""details"": ""src/validators/ico.ts exists"", ""passed"": true}, ""own_tests_pass"": {""details"": ""model own tests pass"", ""passed"": true}, ""tsc_compiles"": {""details"": ""tsc --noEmit exit 0"", ""passed"": true}}",51347,8,3162,119101,11069,0,133340,0.12546905,9,8,0,Bash=1;Glob=1;Read=4;Write=2,claude-sonnet-4-6,success,2.1.143 (Claude Code),644,,,,,,
